Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:5010
,,ICD 10 - WHO:I63422,Cerebral infrc due to embolism of left ant cerebral artery (I63422),Cerebral infrc due to embolism of left ant cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63429,Cerebral infrc due to embolism of unsp ant cerebral artery (I63429),Cerebral infrc due to embolism of unsp ant cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63431,Cerebral infrc due to embolism of right post cerebral artery (I63431),Cerebral infrc due to embolism of right post cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63432,Cerebral infrc due to embolism of left post cerebral artery (I63432),Cerebral infrc due to embolism of left post cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63439,Cerebral infrc due to embolism of unsp post cerebral artery (I63439),Cerebral infrc due to embolism of unsp post cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63441,Cerebral infarction due to embolism of right cereblr artery (I63441),Cerebral infarction due to embolism of right cereblr artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63442,Cerebral infarction due to embolism of left cereblr artery (I63442),Cerebral infarction due to embolism of left cereblr artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I63449,Cerebral infarction due to embolism of unsp cereblr artery (I63449),Cerebral infarction due to embolism of unsp cereblr artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6349,Cerebral infarction due to embolism of other cerebral artery (I6349),Cerebral infarction due to embolism of other cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I636,"Cerebral infrc due to cerebral venous thombos, nonpyogenic (I636)","Cerebral infrc due to cerebral venous thombos, nonpyogenic",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6501,Occlusion and stenosis of right vertebral artery (I6501),Occlusion and stenosis of right vertebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6502,Occlusion and stenosis of left vertebral artery (I6502),Occlusion and stenosis of left vertebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6503,Occlusion and stenosis of bilateral vertebral arteries (I6503),Occlusion and stenosis of bilateral vertebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6509,Occlusion and stenosis of unspecified vertebral artery (I6509),Occlusion and stenosis of unspecified vertebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I651,Occlusion and stenosis of basilar artery (I651),Occlusion and stenosis of basilar artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6521,Occlusion and stenosis of right carotid artery (I6521),Occlusion and stenosis of right carotid artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6522,Occlusion and stenosis of left carotid artery (I6522),Occlusion and stenosis of left carotid artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6523,Occlusion and stenosis of bilateral carotid arteries (I6523),Occlusion and stenosis of bilateral carotid arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6529,Occlusion and stenosis of unspecified carotid artery (I6529),Occlusion and stenosis of unspecified carotid artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I658,Occlusion and stenosis of other precerebral arteries (I658),Occlusion and stenosis of other precerebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I659,Occlusion and stenosis of unspecified precerebral artery (I659),Occlusion and stenosis of unspecified precerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6601,Occlusion and stenosis of right middle cerebral artery (I6601),Occlusion and stenosis of right middle cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6602,Occlusion and stenosis of left middle cerebral artery (I6602),Occlusion and stenosis of left middle cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6603,Occlusion and stenosis of bilateral middle cerebral arteries (I6603),Occlusion and stenosis of bilateral middle cerebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6609,Occlusion and stenosis of unspecified middle cerebral artery (I6609),Occlusion and stenosis of unspecified middle cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6611,Occlusion and stenosis of right anterior cerebral artery (I6611),Occlusion and stenosis of right anterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6612,Occlusion and stenosis of left anterior cerebral artery (I6612),Occlusion and stenosis of left anterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6613,Occlusion and stenosis of bi anterior cerebral arteries (I6613),Occlusion and stenosis of bi anterior cerebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6619,Occlusion and stenosis of unsp anterior cerebral artery (I6619),Occlusion and stenosis of unsp anterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6621,Occlusion and stenosis of right posterior cerebral artery (I6621),Occlusion and stenosis of right posterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6622,Occlusion and stenosis of left posterior cerebral artery (I6622),Occlusion and stenosis of left posterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6623,Occlusion and stenosis of bi posterior cerebral arteries (I6623),Occlusion and stenosis of bi posterior cerebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I6629,Occlusion and stenosis of unsp posterior cerebral artery (I6629),Occlusion and stenosis of unsp posterior cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I663,Occlusion and stenosis of cerebellar arteries (I663),Occlusion and stenosis of cerebellar arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I668,Occlusion and stenosis of other cerebral arteries (I668),Occlusion and stenosis of other cerebral arteries,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I669,Occlusion and stenosis of unspecified cerebral artery (I669),Occlusion and stenosis of unspecified cerebral artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I672,Cerebral atherosclerosis (I672),Cerebral atherosclerosis,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I67841,Reversible cerebrovascular vasoconstriction syndrome (I67841),Reversible cerebrovascular vasoconstriction syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I67848,Other cerebrovascular vasospasm and vasoconstriction (I67848),Other cerebrovascular vasospasm and vasoconstriction,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I700,Atherosclerosis of aorta (I700),Atherosclerosis of aorta,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I701,Atherosclerosis of renal artery (I701),Atherosclerosis of renal artery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70201,"Unsp athscl native arteries of extremities, right leg (I70201)","Unsp athscl native arteries of extremities, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70202,"Unsp athscl native arteries of extremities, left leg (I70202)","Unsp athscl native arteries of extremities, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70203,"Unsp athscl native arteries of extremities, bilateral legs (I70203)","Unsp athscl native arteries of extremities, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70208,"Unsp athscl native arteries of extremities, oth extremity (I70208)","Unsp athscl native arteries of extremities, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70209,"Unsp athscl native arteries of extremities, unsp extremity (I70209)","Unsp athscl native arteries of extremities, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70211,"Athscl native arteries of extrm w intrmt claud, right leg (I70211)","Athscl native arteries of extrm w intrmt claud, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70212,"Athscl native arteries of extrm w intrmt claud, left leg (I70212)","Athscl native arteries of extrm w intrmt claud, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70213,"Athscl native arteries of extrm w intrmt claud, bi legs (I70213)","Athscl native arteries of extrm w intrmt claud, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70218,"Athscl native arteries of extrm w intrmt claud, oth extrm (I70218)","Athscl native arteries of extrm w intrmt claud, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70219,"Athscl native arteries of extrm w intrmt claud, unsp extrm (I70219)","Athscl native arteries of extrm w intrmt claud, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70221,"Athscl native arteries of extremities w rest pain, right leg (I70221)","Athscl native arteries of extremities w rest pain, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70222,"Athscl native arteries of extremities w rest pain, left leg (I70222)","Athscl native arteries of extremities w rest pain, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70223,"Athscl native arteries of extrm w rest pain, bilateral legs (I70223)","Athscl native arteries of extrm w rest pain, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70228,"Athscl native arteries of extrm w rest pain, oth extremity (I70228)","Athscl native arteries of extrm w rest pain, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70229,"Athscl native arteries of extrm w rest pain, unsp extremity (I70229)","Athscl native arteries of extrm w rest pain, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70231,Athscl native arteries of right leg w ulceration of thigh (I70231),Athscl native arteries of right leg w ulceration of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70232,Athscl native arteries of right leg w ulceration of calf (I70232),Athscl native arteries of right leg w ulceration of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70233,Athscl native arteries of right leg w ulceration of ankle (I70233),Athscl native arteries of right leg w ulceration of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70234,Athscl native art of right leg w ulcer of heel and midfoot (I70234),Athscl native art of right leg w ulcer of heel and midfoot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70235,Athscl native arteries of right leg w ulcer oth prt foot (I70235),Athscl native arteries of right leg w ulcer oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70238,Athscl natv art of right leg w ulcer oth prt lower right leg (I70238),Athscl natv art of right leg w ulcer oth prt lower right leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70239,Athscl native arteries of right leg w ulcer of unsp site (I70239),Athscl native arteries of right leg w ulcer of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70241,Athscl native arteries of left leg w ulceration of thigh (I70241),Athscl native arteries of left leg w ulceration of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70242,Athscl native arteries of left leg w ulceration of calf (I70242),Athscl native arteries of left leg w ulceration of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70243,Athscl native arteries of left leg w ulceration of ankle (I70243),Athscl native arteries of left leg w ulceration of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70244,Athscl native art of left leg w ulcer of heel and midfoot (I70244),Athscl native art of left leg w ulcer of heel and midfoot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70245,Athscl native arteries of left leg w ulceration oth prt foot (I70245),Athscl native arteries of left leg w ulceration oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70248,Athscl native art of left leg w ulcer oth prt lower left leg (I70248),Athscl native art of left leg w ulcer oth prt lower left leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70249,Athscl native arteries of left leg w ulceration of unsp site (I70249),Athscl native arteries of left leg w ulceration of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I7025,Athscl native arteries of extremities w ulceration (I7025),Athscl native arteries of extremities w ulceration,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70261,"Athscl native arteries of extremities w gangrene, right leg (I70261)","Athscl native arteries of extremities w gangrene, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70262,"Athscl native arteries of extremities w gangrene, left leg (I70262)","Athscl native arteries of extremities w gangrene, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70263,"Athscl native arteries of extrm w gangrene, bilateral legs (I70263)","Athscl native arteries of extrm w gangrene, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70268,"Athscl native arteries of extrm w gangrene, oth extremity (I70268)","Athscl native arteries of extrm w gangrene, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70269,"Athscl native arteries of extrm w gangrene, unsp extremity (I70269)","Athscl native arteries of extrm w gangrene, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70291,"Oth athscl native arteries of extremities, right leg (I70291)","Oth athscl native arteries of extremities, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70292,"Oth athscl native arteries of extremities, left leg (I70292)","Oth athscl native arteries of extremities, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70293,"Oth athscl native arteries of extremities, bilateral legs (I70293)","Oth athscl native arteries of extremities, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70298,"Oth athscl native arteries of extremities, oth extremity (I70298)","Oth athscl native arteries of extremities, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70299,"Oth athscl native arteries of extremities, unsp extremity (I70299)","Oth athscl native arteries of extremities, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70301,"Unsp athscl unsp type bypass of the extremities, right leg (I70301)","Unsp athscl unsp type bypass of the extremities, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70302,"Unsp athscl unsp type bypass of the extremities, left leg (I70302)","Unsp athscl unsp type bypass of the extremities, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70303,"Unsp athscl unsp type bypass of the extrm, bilateral legs (I70303)","Unsp athscl unsp type bypass of the extrm, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70308,"Unsp athscl unsp type bypass of the extrm, oth extremity (I70308)","Unsp athscl unsp type bypass of the extrm, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70309,"Unsp athscl unsp type bypass of the extrm, unsp extremity (I70309)","Unsp athscl unsp type bypass of the extrm, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70311,"Athscl unsp type bypass of extrm w intrmt claud, right leg (I70311)","Athscl unsp type bypass of extrm w intrmt claud, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70312,"Athscl unsp type bypass of extrm w intrmt claud, left leg (I70312)","Athscl unsp type bypass of extrm w intrmt claud, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70313,"Athscl unsp type bypass of the extrm w intrmt claud, bi legs (I70313)","Athscl unsp type bypass of the extrm w intrmt claud, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70318,"Athscl unsp type bypass of extrm w intrmt claud, oth extrm (I70318)","Athscl unsp type bypass of extrm w intrmt claud, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70319,"Athscl unsp type bypass of extrm w intrmt claud, unsp extrm (I70319)","Athscl unsp type bypass of extrm w intrmt claud, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70321,"Athscl unsp type bypass of the extrm w rest pain, right leg (I70321)","Athscl unsp type bypass of the extrm w rest pain, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70322,"Athscl unsp type bypass of the extrm w rest pain, left leg (I70322)","Athscl unsp type bypass of the extrm w rest pain, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70323,"Athscl unsp type bypass of the extrm w rest pain, bi legs (I70323)","Athscl unsp type bypass of the extrm w rest pain, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70328,"Athscl unsp type bypass of the extrm w rest pain, oth extrm (I70328)","Athscl unsp type bypass of the extrm w rest pain, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70329,"Athscl unsp type bypass of the extrm w rest pain, unsp extrm (I70329)","Athscl unsp type bypass of the extrm w rest pain, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70331,Athscl unsp type bypass of the right leg w ulcer of thigh (I70331),Athscl unsp type bypass of the right leg w ulcer of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70332,Athscl unsp type bypass of the right leg w ulcer of calf (I70332),Athscl unsp type bypass of the right leg w ulcer of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70333,Athscl unsp type bypass of the right leg w ulcer of ankle (I70333),Athscl unsp type bypass of the right leg w ulcer of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70334,Athscl unsp type bypass of r leg w ulcer of heel and midft (I70334),Athscl unsp type bypass of r leg w ulcer of heel and midft,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70335,Athscl unsp type bypass of right leg w ulcer oth prt foot (I70335),Athscl unsp type bypass of right leg w ulcer oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70338,Athscl unsp type bypass of right leg w ulcer oth prt low leg (I70338),Athscl unsp type bypass of right leg w ulcer oth prt low leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70339,Athscl unsp type bypass of right leg w ulcer of unsp site (I70339),Athscl unsp type bypass of right leg w ulcer of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70341,Athscl unsp type bypass of the left leg w ulcer of thigh (I70341),Athscl unsp type bypass of the left leg w ulcer of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70342,Athscl unsp type bypass of the left leg w ulceration of calf (I70342),Athscl unsp type bypass of the left leg w ulceration of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70343,Athscl unsp type bypass of the left leg w ulcer of ankle (I70343),Athscl unsp type bypass of the left leg w ulcer of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70344,Athscl unsp type bypass of left leg w ulc of heel and midft (I70344),Athscl unsp type bypass of left leg w ulc of heel and midft,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70345,Athscl unsp type bypass of the left leg w ulcer oth prt foot (I70345),Athscl unsp type bypass of the left leg w ulcer oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70348,Athscl unsp type bypass of left leg w ulcer oth prt low leg (I70348),Athscl unsp type bypass of left leg w ulcer oth prt low leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70349,Athscl unsp type bypass of the left leg w ulcer of unsp site (I70349),Athscl unsp type bypass of the left leg w ulcer of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I7035,Athscl unsp type bypass graft(s) of extremity w ulceration (I7035),Athscl unsp type bypass graft(s) of extremity w ulceration,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70361,"Athscl unsp type bypass of the extrm w gangrene, right leg (I70361)","Athscl unsp type bypass of the extrm w gangrene, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70362,"Athscl unsp type bypass of the extrm w gangrene, left leg (I70362)","Athscl unsp type bypass of the extrm w gangrene, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70363,"Athscl unsp type bypass of the extrm w gangrene, bi legs (I70363)","Athscl unsp type bypass of the extrm w gangrene, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70368,"Athscl unsp type bypass of the extrm w gangrene, oth extrm (I70368)","Athscl unsp type bypass of the extrm w gangrene, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70369,"Athscl unsp type bypass of the extrm w gangrene, unsp extrm (I70369)","Athscl unsp type bypass of the extrm w gangrene, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70391,"Oth athscl unsp type bypass of the extremities, right leg (I70391)","Oth athscl unsp type bypass of the extremities, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70392,"Oth athscl unsp type bypass of the extremities, left leg (I70392)","Oth athscl unsp type bypass of the extremities, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70393,"Oth athscl unsp type bypass of the extrm, bilateral legs (I70393)","Oth athscl unsp type bypass of the extrm, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70398,"Oth athscl unsp type bypass of the extrm, oth extremity (I70398)","Oth athscl unsp type bypass of the extrm, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70399,"Oth athscl unsp type bypass of the extrm, unsp extremity (I70399)","Oth athscl unsp type bypass of the extrm, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70401,"Unsp athscl autologous vein bypass of the extrm, right leg (I70401)","Unsp athscl autologous vein bypass of the extrm, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70402,"Unsp athscl autologous vein bypass of the extrm, left leg (I70402)","Unsp athscl autologous vein bypass of the extrm, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70403,"Unsp athscl autol vein bypass of the extrm, bilateral legs (I70403)","Unsp athscl autol vein bypass of the extrm, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70408,"Unsp athscl autol vein bypass of the extrm, oth extremity (I70408)","Unsp athscl autol vein bypass of the extrm, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70409,"Unsp athscl autol vein bypass of the extrm, unsp extremity (I70409)","Unsp athscl autol vein bypass of the extrm, unsp extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70411,"Athscl autol vein bypass of extrm w intrmt claud, right leg (I70411)","Athscl autol vein bypass of extrm w intrmt claud, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70412,"Athscl autol vein bypass of extrm w intrmt claud, left leg (I70412)","Athscl autol vein bypass of extrm w intrmt claud, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70413,"Athscl autol vein bypass of extrm w intrmt claud, bi legs (I70413)","Athscl autol vein bypass of extrm w intrmt claud, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70418,"Athscl autol vein bypass of extrm w intrmt claud, oth extrm (I70418)","Athscl autol vein bypass of extrm w intrmt claud, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70419,"Athscl autol vein bypass of extrm w intrmt claud, unsp extrm (I70419)","Athscl autol vein bypass of extrm w intrmt claud, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70421,"Athscl autol vein bypass of the extrm w rest pain, right leg (I70421)","Athscl autol vein bypass of the extrm w rest pain, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70422,"Athscl autol vein bypass of the extrm w rest pain, left leg (I70422)","Athscl autol vein bypass of the extrm w rest pain, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70423,"Athscl autol vein bypass of the extrm w rest pain, bi legs (I70423)","Athscl autol vein bypass of the extrm w rest pain, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70428,"Athscl autol vein bypass of the extrm w rest pain, oth extrm (I70428)","Athscl autol vein bypass of the extrm w rest pain, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70429,"Athscl autol vein bypass of extrm w rest pain, unsp extrm (I70429)","Athscl autol vein bypass of extrm w rest pain, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70431,Athscl autol vein bypass of the right leg w ulcer of thigh (I70431),Athscl autol vein bypass of the right leg w ulcer of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70432,Athscl autol vein bypass of the right leg w ulcer of calf (I70432),Athscl autol vein bypass of the right leg w ulcer of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70433,Athscl autol vein bypass of the right leg w ulcer of ankle (I70433),Athscl autol vein bypass of the right leg w ulcer of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70434,Athscl autol vein bypass of r leg w ulcer of heel and midft (I70434),Athscl autol vein bypass of r leg w ulcer of heel and midft,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70435,Athscl autol vein bypass of right leg w ulcer oth prt foot (I70435),Athscl autol vein bypass of right leg w ulcer oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70438,Athscl autol vein bypass of r leg w ulcer oth prt low leg (I70438),Athscl autol vein bypass of r leg w ulcer oth prt low leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70439,Athscl autol vein bypass of right leg w ulcer of unsp site (I70439),Athscl autol vein bypass of right leg w ulcer of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70441,Athscl autol vein bypass of the left leg w ulcer of thigh (I70441),Athscl autol vein bypass of the left leg w ulcer of thigh,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70442,Athscl autol vein bypass of the left leg w ulcer of calf (I70442),Athscl autol vein bypass of the left leg w ulcer of calf,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70443,Athscl autol vein bypass of the left leg w ulcer of ankle (I70443),Athscl autol vein bypass of the left leg w ulcer of ankle,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70444,Athscl autol vein bypass of left leg w ulc of heel and midft (I70444),Athscl autol vein bypass of left leg w ulc of heel and midft,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70445,Athscl autol vein bypass of left leg w ulcer oth prt foot (I70445),Athscl autol vein bypass of left leg w ulcer oth prt foot,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70448,Athscl autol vein bypass of left leg w ulcer oth prt low leg (I70448),Athscl autol vein bypass of left leg w ulcer oth prt low leg,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70449,Athscl autol vein bypass of left leg w ulcer of unsp site (I70449),Athscl autol vein bypass of left leg w ulcer of unsp site,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I7045,Athscl autologous vein bypass of extremity w ulceration (I7045),Athscl autologous vein bypass of extremity w ulceration,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70461,"Athscl autol vein bypass of the extrm w gangrene, right leg (I70461)","Athscl autol vein bypass of the extrm w gangrene, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70462,"Athscl autol vein bypass of the extrm w gangrene, left leg (I70462)","Athscl autol vein bypass of the extrm w gangrene, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70463,"Athscl autol vein bypass of the extrm w gangrene, bi legs (I70463)","Athscl autol vein bypass of the extrm w gangrene, bi legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70468,"Athscl autol vein bypass of the extrm w gangrene, oth extrm (I70468)","Athscl autol vein bypass of the extrm w gangrene, oth extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70469,"Athscl autol vein bypass of the extrm w gangrene, unsp extrm (I70469)","Athscl autol vein bypass of the extrm w gangrene, unsp extrm",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70491,"Oth athscl autologous vein bypass of the extrm, right leg (I70491)","Oth athscl autologous vein bypass of the extrm, right leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70492,"Oth athscl autologous vein bypass of the extrm, left leg (I70492)","Oth athscl autologous vein bypass of the extrm, left leg",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70493,"Oth athscl autol vein bypass of the extrm, bilateral legs (I70493)","Oth athscl autol vein bypass of the extrm, bilateral legs",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70498,"Oth athscl autol vein bypass of the extrm, oth extremity (I70498)","Oth athscl autol vein bypass of the extrm, oth extremity",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:I70499,"Oth athscl autol vein bypass of the extrm, unsp extremity (I70499)","Oth athscl autol vein bypass of the extrm, unsp extremity",,Diagnosis,N/A,,,,
